ID	Name	Latitude	Longitude	Address	Zipcode	Type	Website	drivingTime	walkingTime	transitTime	nomalized_crime_score	foodscore	gasscore	entertainmentscore	clusters
255	1131 Briarcliff Pl N	33.776915	-84.350297	1131 Briarcliff Pl NE, Atlanta, GA	30306	House	http://www.zillow.com/homedetails/1131-Briarcliff-Pl-NE-Atlanta-GA-30306/35850832_zpid/	847	3971	2510	91.03957786	85.16483516	19.23076923	87.11340206	0
256	1135 Woodland Ave NE APT	33.81444	-84.3504	1135 Woodland Ave NE APT 5, Atlanta, GA	30324	Apartment	http://www.zillow.com/homedetails/1135-Woodland-Ave-NE-APT-5-Atlanta-GA-30324/2099478986_zpid/	887	5405	2638	93.55204024	82.96703297	38.46153846	45.87628866	9
257	1137 Martin Luther King Jr Dr N	33.753992	-84.425276	1137 Martin Luther King Jr Dr NW, Atlanta, GA	30303	House	http://www.zillow.com/homedetails/1137-Martin-Luther-King-Jr-Dr-NW-Atlanta-GA-30314/35834528_zpid/	702	3776	2827	94.9618007	79.12087912	11.53846154	19.58762887	6
258	1143 Gracewood Ave SE #	33.7326	-84.3503	1143 Gracewood Ave SE # B, Atlanta, GA	30316	Apartment	http://www.zillow.com/homedetails/1143-Gracewood-Ave-SE-B-Atlanta-GA-30316/2112723610_zpid/	828	6524	3547	96.09304441	85.16483516	11.53846154	89.69072165	0
259	1145 Lucile Ave S	33.74257	-84.42535	1145 Lucile Ave SW, Atlanta, GA	30303	Apartment	http://www.zillow.com/homedetails/1145-Lucile-Ave-SW-Atlanta-GA-30310/2099903634_zpid/	678	4841	2832	78.93994618	84.61538462	15.38461538	23.71134021	6
260	1153 Jolly Ave APT	33.80894	-84.2462	1153 Jolly Ave APT A, Clarkston, GA	30021	Townhouse	http://www.zillow.com/homedetails/1153-Jolly-Ave-APT-A-Clarkston-GA-30021/2109354863_zpid/	1540	12681	4416	100	94.50549451	11.53846154	99.48453608	0
261	1154 Cascade Rd S	33.723789	-84.448778	1154 Cascade Rd SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1154-Cascade-Rd-SW-Atlanta-GA-30311/35854241_zpid/	987	7244	3030	97.94634605	50.54945055	3.846153846	10.30927835	1
262	1159 Smith St S	33.723261	-84.401063	1159 Smith St SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1159-Smith-St-SW-Atlanta-GA-30310/88811107_zpid/	655	5218	2859	88.21061984	71.97802198	3.846153846	32.4742268	6
263	115 Biscayne Dr NW APT A	33.815755	-84.394991	115 Biscayne Dr NW APT A3, Atlanta, GA	30309	Condo	http://www.zillow.com/homedetails/115-Biscayne-Dr-NW-APT-A3-Atlanta-GA-30309/35901059_zpid/	821	4181	3171	94.59503311	87.36263736	19.23076923	84.02061856	0
264	115 New St STE	33.77291	-84.28484	115 New St STE B, Decatur, GA	30030	Apartment	http://www.zillow.com/homedetails/115-New-St-STE-B-Decatur-GA-30030/2099442943_zpid/	1388	8734	3519	100	91.75824176	34.61538462	97.42268041	3
265	115 W Peachtree Pl N	33.76431	-84.39088	115 W Peachtree Pl NW, Atlanta, GA	30303	House	http://www.zillow.com/homedetails/115-W-Peachtree-Pl-NW-Atlanta-GA-30313/2104964871_zpid/	366	1688	1446	70.77638996	90.10989011	26.92307692	83.50515464	7
266	1162 Ponce De Leon Ave NE # 116	33.7741	-84.3495	1162 Ponce De Leon Ave NE # 1162, Atlanta, GA	30306	Condo	http://www.zillow.com/homedetails/1162-Ponce-De-Leon-Ave-NE-1162-Atlanta-GA-30306/2109163477_zpid/	786	3822	2573	93.65109461	85.71428571	23.07692308	86.08247423	0
267	1168 Ewing Pl S	33.731185	-84.426248	1168 Ewing Pl SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1168-Ewing-Pl-SW-Atlanta-GA-30310/35835763_zpid/	868	5599	2572	95.84590207	84.61538462	15.38461538	30.41237113	6
268	116 Meadow Park Ln S	33.688756	-84.392402	116 Meadow Park Ln SW, Atlanta, GA	30315	House	http://www.zillow.com/homedetails/116-Meadow-Park-Ln-SW-Atlanta-GA-30315/35886494_zpid/	945	8968	3360	98.79851913	49.45054945	3.846153846	13.91752577	1
269	116 Pattillo Wa	33.769282	-84.30084	116 Pattillo Way, Decatur, GA	30030	House	http://www.zillow.com/homedetails/116-Pattillo-Way-Decatur-GA-30030/14477117_zpid/	1202	7678	3544	100	90.65934066	30.76923077	97.93814433	3
270	1176 Holly St N	33.786873	-84.396057	1176 Holly St NW, Atlanta, GA	30318	House	http://www.zillow.com/homedetails/1176-Holly-St-NW-Atlanta-GA-30318/35899579_zpid/	194	930	930	95.68369485	89.01098901	50	84.53608247	3
271	1177 Arbor Park Ln S	33.726247	-84.496978	1177 Arbor Park Ln SW, Atlanta, GA	30311	Condo	http://www.zillow.com/homedetails/1177-Arbor-Park-Ln-SW-Atlanta-GA-30311/69381497_zpid/	1163	11543	4318	99.38606139	71.42857143	7.692307692	10.30927835	2
272	117 Glenrose Cir S	33.670848	-84.392423	117 Glenrose Cir SW, Atlanta, GA	30354	House	http://www.zillow.com/homedetails/117-Glenrose-Cir-SW-Atlanta-GA-30354/35886320_zpid/	984	10448	4155	98.19312045	56.04395604	7.692307692	13.91752577	1
273	117 Pattillo Wa	33.769595	-84.300297	117 Pattillo Way, Decatur, GA	30030	House	http://www.zillow.com/homedetails/117-Pattillo-Way-Decatur-GA-30030/14477197_zpid/	1204	7691	3436	100	90.65934066	30.76923077	97.93814433	3
274	1183 Cahaba Dr S	33.723197	-84.44883	1183 Cahaba Dr SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1183-Cahaba-Dr-SW-Atlanta-GA-30311/35854270_zpid/	1098	7355	3317	99.21239375	53.84615385	3.846153846	10.30927835	1
275	1184 N Decatur Rd N	33.791754	-84.341302	1184 N Decatur Rd NE, Atlanta, GA	30306	Apartment	http://www.zillow.com/homedetails/1184-N-Decatur-Rd-NE-Atlanta-GA-30306/14520987_zpid/	1015	5357	2551	94.85467214	81.86813187	7.692307692	55.15463918	4
276	1187 Glenridge P	33.90269	-84.350005	1187 Glenridge Pl, Atlanta, GA	30342	Condo	http://www.zillow.com/homedetails/1187-Glenridge-Pl-Atlanta-GA-30342/69372777_zpid/	1101	12919	3079	100	68.68131868	30.76923077	28.86597938	9
277	1190 W Paces Ferry Rd N	33.850062	-84.425989	1190 W Paces Ferry Rd NW, Atlanta, GA	30327	House	http://www.zillow.com/homedetails/1190-W-Paces-Ferry-Rd-NW-Atlanta-GA-30327/35914333_zpid/	711	7720	2347	98.64754965	79.67032967	11.53846154	14.43298969	2
278	11 Ardmore Sq NW # 1	33.80387	-84.39969	11 Ardmore Sq NW # 11, Atlanta, GA	30309	Apartment	http://www.zillow.com/homedetails/11-Ardmore-Sq-NW-11-Atlanta-GA-30309/2103169177_zpid/	726	3611	2943	96.21688048	90.65934066	30.76923077	76.80412371	3
279	11 Kings Tavern Pl NW # 1	33.82368	-84.44152	11 Kings Tavern Pl NW # 11, Atlanta, GA	30318	Apartment	http://www.zillow.com/homedetails/11-Kings-Tavern-Pl-NW-11-Atlanta-GA-30318/2099517503_zpid/	922	5626	2877	99.33143702	80.21978022	3.846153846	19.58762887	2
280	1200 Walker D	33.759271	-84.272622	1200 Walker Dr, Decatur, GA	30030	House	http://www.zillow.com/homedetails/1200-Walker-Dr-Decatur-GA-30030/14472036_zpid/	1312	10060	4633	100	70.87912088	7.692307692	63.91752577	4
281	1221 Caroline St NE APT 20	33.75828	-84.34869	1221 Caroline St NE APT 201, Atlanta, GA	30307	Condo	http://www.zillow.com/homedetails/1221-Caroline-St-NE-APT-201-Atlanta-GA-30307/2107572904_zpid/	850	5106	2731	89.13753018	87.36263736	30.76923077	85.05154639	3
282	1224 Constitution Rd S	33.68982	-84.34106	1224 Constitution Rd SE, Atlanta, GA	30316	House	http://www.zillow.com/homedetails/1224-Constitution-Rd-SE-Atlanta-GA-30316/2099712309_zpid/	1262	10117	4829	100	19.78021978	7.692307692	17.5257732	5
283	1225 Euclid Ave NE #	33.76621	-84.34774	1225 Euclid Ave NE # B, Atlanta, GA	30307	Apartment	http://www.zillow.com/homedetails/1225-Euclid-Ave-NE-B-Atlanta-GA-30307/2099150130_zpid/	819	4530	3220	79.61132634	86.81318681	26.92307692	85.56701031	7
284	1229 Mecaslin St N	33.78835	-84.39959	1229 Mecaslin St NW, Atlanta, GA	30318	House	http://www.zillow.com/homedetails/1229-Mecaslin-St-NW-Atlanta-GA-30318/2099546544_zpid/	211	940	940	89.47945653	90.10989011	46.15384615	81.44329897	3
285	1242 Monroe Dr N	33.788637	-84.367578	1242 Monroe Dr NE, Atlanta, GA	30306	House	http://www.zillow.com/homedetails/1242-Monroe-Dr-NE-Atlanta-GA-30306/35931602_zpid/	624	2961	2472	98.04077821	84.61538462	23.07692308	81.95876289	0
286	1245 Mclendon D	33.816199	-84.260167	1245 Mclendon Dr, Decatur, GA	30033	House	http://www.zillow.com/homedetails/1245-Mclendon-Dr-Decatur-GA-30033/14535550_zpid/	1503	12438	5094	100	66.48351648	3.846153846	10.30927835	2
287	1249 Lenox Cir N	33.806803	-84.346548	1249 Lenox Cir NE, Atlanta, GA	30306	House	http://www.zillow.com/homedetails/1249-Lenox-Cir-NE-Atlanta-GA-30306/14532349_zpid/	988	6277	3908	100	87.36263736	46.15384615	32.4742268	9
288	1250 Parkwood Cir SE # 40033	33.902446	-84.461372	1250 Parkwood Cir SE # 400330, Atlanta, GA	30339	Condo	http://www.zillow.com/homedetails/1250-Parkwood-Cir-SE-400330-Atlanta-GA-30339/87678916_zpid/	1076	14225	4445	100	79.12087912	7.692307692	27.83505155	6
289	1255 Stillwood Dr N	33.78324	-84.346113	1255 Stillwood Dr NE, Atlanta, GA	30306	House	http://www.zillow.com/homedetails/1255-Stillwood-Dr-NE-Atlanta-GA-30306/14507590_zpid/	880	4158	2560	94.74919672	85.71428571	15.38461538	81.44329897	0
290	1258 Lorenzo Dr S	33.72074	-84.432003	1258 Lorenzo Dr SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1258-Lorenzo-Dr-SW-Atlanta-GA-30310/35840935_zpid/	1043	6505	3026	95.14268921	63.73626374	7.692307692	22.16494845	2
291	1261 Druid Pl N	33.768728	-84.346075	1261 Druid Pl NE, Atlanta, GA	30307	House	http://www.zillow.com/homedetails/1261-Druid-Pl-NE-Atlanta-GA-30307/14479274_zpid/	764	4536	3127	96.7789705	87.91208791	23.07692308	85.56701031	0
292	1264 Keys Lake Dr N	33.837886	-84.338294	1264 Keys Lake Dr NE, Brookhaven, GA	30319	Townhouse	http://www.zillow.com/homedetails/1264-Keys-Lake-Dr-NE-Brookhaven-GA-30319/14550060_zpid/	890	7871	2834	100	82.96703297	42.30769231	46.90721649	9
293	1267 Avondale Ave S	33.719802	-84.363828	1267 Avondale Ave SE, Atlanta, GA	30312	House	http://www.zillow.com/homedetails/1267-Avondale-Ave-SE-Atlanta-GA-30312/65460986_zpid/	934	6658	3802	100	28.02197802	3.846153846	24.74226804	5
294	1275 Goodwin Rd N	33.83913	-84.34435	1275 Goodwin Rd NE, Atlanta, GA	30324	Apartment	http://www.zillow.com/homedetails/1275-Goodwin-Rd-NE-Atlanta-GA-30324/2109481188_zpid/	879	7534	3155	100	75.82417582	26.92307692	52.06185567	4
295	1278 Fairhill Ln N	33.851198	-84.336663	1278 Fairhill Ln NE, Brookhaven, GA	30319	House	http://www.zillow.com/homedetails/1278-Fairhill-Ln-NE-Brookhaven-GA-30319/14551018_zpid/	1050	8872	2938	100	78.02197802	15.38461538	37.11340206	6
296	129 Burbank Dr N	33.75864	-84.428871	129 Burbank Dr NW, Atlanta, GA	30314	House	http://www.zillow.com/homedetails/129-Burbank-Dr-NW-Atlanta-GA-30314/35844831_zpid/	719	3730	2915	97.97420318	50	3.846153846	15.46391753	1
297	1300 Peachtree Battle Ave N	33.825464	-84.430116	1300 Peachtree Battle Ave NW, Atlanta, GA	30327	House	http://www.zillow.com/homedetails/1300-Peachtree-Battle-Ave-NW-Atlanta-GA-30327/35917245_zpid/	723	5464	2605	99.74986074	89.01098901	3.846153846	27.31958763	6
298	1303 Angel Falls Ln S	33.721179	-84.496027	1303 Angel Falls Ln SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1303-Angel-Falls-Ln-SW-Atlanta-GA-30311/35869965_zpid/	1086	10596	3750	99.20026927	50	7.692307692	10.30927835	1
299	1309 Hartford Ave S	33.719156	-84.417212	1309 Hartford Ave SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1309-Hartford-Ave-SW-Atlanta-GA-30310/35830363_zpid/	913	5882	2488	96.38101873	51.64835165	7.692307692	22.16494845	1
300	130 Chappell Rd S	33.751853	-84.432998	130 Chappell Rd SW, Atlanta, GA	30314	House	http://www.zillow.com/homedetails/130-Chappell-Rd-SW-Atlanta-GA-30314/35843955_zpid/	796	4500	3144	95.43187214	70.32967033	7.692307692	18.55670103	2
301	1311 Mcclelen Wa	33.798157	-84.288771	1311 Mcclelen Way, Decatur, GA	30033	Condo	http://www.zillow.com/homedetails/1311-Mcclelen-Way-Decatur-GA-30033/14523374_zpid/	1522	9452	4021	98.4597748	76.37362637	38.46153846	26.80412371	9
302	1317 Summit North Dr N	33.827969	-84.361938	1317 Summit North Dr NE, Atlanta, GA	30324	Condo	http://www.zillow.com/homedetails/1317-Summit-North-Dr-NE-Atlanta-GA-30324/65466911_zpid/	941	6211	2482	98.85675523	83.51648352	80.76923077	92.78350515	8
303	1319 Highland Lake Ci	33.8027	-84.30624	1319 Highland Lake Cir, Decatur, GA	30033	Apartment	http://www.zillow.com/homedetails/1319-Highland-Lake-Cir-Decatur-GA-30033/2099481588_zpid/	1298	8472	4801	97.16380287	78.57142857	26.92307692	25.25773196	6
304	131 Ralph Mcgill Blvd NE APT 2	33.76385	-84.38306	131 Ralph Mcgill Blvd NE APT 21, Atlanta, GA	30303	Apartment	http://www.zillow.com/homedetails/131-Ralph-Mcgill-Blvd-NE-APT-21-Atlanta-GA-30308/2099181728_zpid/	388	2164	1772	89.23261054	90.65934066	34.61538462	81.95876289	3
305	1320 Westmont Rd S	33.719403	-84.437322	1320 Westmont Rd SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1320-Westmont-Rd-SW-Atlanta-GA-30311/35840745_zpid/	1048	6966	3110	97.37085229	54.94505495	7.692307692	14.94845361	1
306	1328 Lockhaven Cir S	33.719082	-84.443059	1328 Lockhaven Cir SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1328-Lockhaven-Cir-SW-Atlanta-GA-30311/35849011_zpid/	1203	7713	3352	96.53725581	64.28571429	3.846153846	14.94845361	2
307	132 Garden L	33.782471	-84.3031	132 Garden Ln, Decatur, GA	30030	Apartment	http://www.zillow.com/homedetails/132-Garden-Ln-Decatur-GA-30030/54453148_zpid/	1244	7530	3779	100	91.20879121	34.61538462	94.84536082	3
308	1331 Grant St S	33.718557	-84.377257	1331 Grant St SE, Atlanta, GA	30315	House	http://www.zillow.com/homedetails/1331-Grant-St-SE-Atlanta-GA-30315/35876900_zpid/	834	5984	3318	97.39166165	59.89010989	7.692307692	29.89690722	1
309	1332 Mcpherson Ave S	33.74471	-84.344031	1332 Mcpherson Ave SE, Atlanta, GA	30316	House	http://www.zillow.com/homedetails/1332-Mcpherson-Ave-SE-Atlanta-GA-30316/14456395_zpid/	752	6386	3550	98.69966693	84.61538462	23.07692308	85.05154639	0
310	1336 Allegheny St S	33.734781	-84.431424	1336 Allegheny St SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1336-Allegheny-St-SW-Atlanta-GA-30310/35842148_zpid/	903	6041	2768	94.45789886	79.67032967	3.846153846	30.41237113	6
311	1340 Gault St S	33.717681	-84.372027	1340 Gault St SE, Atlanta, GA	30315	House	http://www.zillow.com/homedetails/1340-Gault-St-SE-Atlanta-GA-30315/35876891_zpid/	931	6799	3610	98.05263182	53.2967033	11.53846154	20.6185567	1
312	1344 Womack Av	33.699145	-84.432804	1344 Womack Ave, Atlanta, GA	30344	House	http://www.zillow.com/homedetails/1344-Womack-Ave-Atlanta-GA-30344/35840664_zpid/	837	7924	2297	100	48.9010989	7.692307692	14.43298969	1
313	1345 Lanier Pl NE #	33.79129	-84.35365	1345 Lanier Pl NE # 1, Atlanta, GA	30306	Apartment	http://www.zillow.com/homedetails/1345-Lanier-Pl-NE-1-Atlanta-GA-30306/2099141868_zpid/	877	4098	2134	95.98299801	84.61538462	7.692307692	78.35051546	0
314	1347 Campbellton Rd S	33.715542	-84.432289	1347 Campbellton Rd SW, Atlanta, GA	30310	Townhouse	http://www.zillow.com/homedetails/1347-Campbellton-Rd-SW-Atlanta-GA-30310/35841198_zpid/	1026	6620	2369	92.31896617	45.05494505	7.692307692	22.16494845	1
315	134 Thorncrest C	33.863715	-84.177465	134 Thorncrest Ct, Tucker, GA	30084	House	http://www.zillow.com/homedetails/134-Thorncrest-Ct-Tucker-GA-30084/90169441_zpid/	1873	19378	7715	100	43.95604396	7.692307692	10.30927835	1
316	1357 Milton Pl SE # HOUS	33.73512	-84.34306	1357 Milton Pl SE # HOUSE, Atlanta, GA	30316	Condo	http://www.zillow.com/homedetails/1357-Milton-Pl-SE-HOUSE-Atlanta-GA-30316/2099419177_zpid/	867	6779	3288	96.68627689	83.51648352	15.38461538	88.65979381	0
317	1359 Campbellton Rd S	33.715301	-84.43282	1359 Campbellton Rd SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1359-Campbellton-Rd-SW-Atlanta-GA-30310/35841161_zpid/	1042	6672	2404	92.66742693	42.85714286	7.692307692	22.16494845	1
318	1359 Hooper Ave NE # 135	33.7675	-84.3429	1359 Hooper Ave NE # 1359, Atlanta, GA	30307	Condo	http://www.zillow.com/homedetails/1359-Hooper-Ave-NE-1359-Atlanta-GA-30307/2103496572_zpid/	919	5046	3000	96.69946777	86.26373626	30.76923077	84.53608247	3
319	1359 Hooper Ave N	33.767485	-84.342936	1359 Hooper Ave NE, Atlanta, GA	30307	House	http://www.zillow.com/homedetails/1359-Hooper-Ave-NE-Atlanta-GA-30307/14479066_zpid/	920	5049	3002	96.69748641	86.26373626	30.76923077	84.53608247	3
320	1360 Willivee D	33.813542	-84.288633	1360 Willivee Dr, Decatur, GA	30033	Apartment	http://www.zillow.com/homedetails/1360-Willivee-Dr-Decatur-GA-30033/14534544_zpid/	1263	10246	4145	99.24793285	79.67032967	15.38461538	26.80412371	6
321	1362 Peachtree Battle Ave N	33.826073	-84.43283	1362 Peachtree Battle Ave NW, Atlanta, GA	30327	House	http://www.zillow.com/homedetails/1362-Peachtree-Battle-Ave-NW-Atlanta-GA-30327/35917227_zpid/	744	5631	2772	100	89.01098901	3.846153846	27.31958763	6
322	1363 Keys Crossing Dr N	33.845972	-84.329746	1363 Keys Crossing Dr NE, Brookhaven, GA	30319	Condo	http://www.zillow.com/homedetails/1363-Keys-Crossing-Dr-NE-Brookhaven-GA-30319/14551400_zpid/	1040	9025	3283	100	79.12087912	26.92307692	30.41237113	6
323	1364 Almont Dr S	33.725689	-84.432563	1364 Almont Dr SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1364-Almont-Dr-SW-Atlanta-GA-30310/35841647_zpid/	1075	6434	3034	95.37911994	76.92307692	7.692307692	26.28865979	6
324	1366 Campbellton Rd S	33.714699	-84.432883	1366 Campbellton Rd SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1366-Campbellton-Rd-SW-Atlanta-GA-30310/35841316_zpid/	1034	6689	2426	94.52872113	42.85714286	7.692307692	22.16494845	1
325	1367 Elizabeth Ave S	33.71706	-84.435859	1367 Elizabeth Ave SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1367-Elizabeth-Ave-SW-Atlanta-GA-30310/35841059_zpid/	1101	7009	2870	97.67632848	42.85714286	7.692307692	22.16494845	1
326	1370 Westboro Dr S	33.731737	-84.432533	1370 Westboro Dr SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1370-Westboro-Dr-SW-Atlanta-GA-30310/35842361_zpid/	942	6069	2916	95.17648431	84.06593407	3.846153846	30.41237113	6
327	1371 Campbellton Rd S	33.715119	-84.433246	1371 Campbellton Rd SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1371-Campbellton-Rd-SW-Atlanta-GA-30310/35841163_zpid/	1035	6694	2431	92.63551978	42.85714286	7.692307692	22.16494845	1
328	1371 Normandy Dr N	33.786782	-84.341486	1371 Normandy Dr NE, Atlanta, GA	30306	Condo	http://www.zillow.com/homedetails/1371-Normandy-Dr-NE-Atlanta-GA-30306/54452887_zpid/	1016	4795	2991	97.6735961	80.76923077	7.692307692	81.95876289	0
329	1379 Nalley Ci	33.820866	-84.298563	1379 Nalley Cir, Decatur, GA	30033	House	http://www.zillow.com/homedetails/1379-Nalley-Cir-Decatur-GA-30033/14541446_zpid/	1085	9404	3639	98.79457487	79.12087912	11.53846154	21.13402062	6
330	1385 English St NW STE	33.79235	-84.42041	1385 English St NW STE B, Atlanta, GA	30318	Condo	http://www.zillow.com/homedetails/1385-English-St-NW-STE-B-Atlanta-GA-30318/2099386000_zpid/	501	2366	1437	100	87.36263736	42.30769231	91.75257732	3
331	1387 Woodland Hills Dr N	33.811601	-84.342812	1387 Woodland Hills Dr NE, Atlanta, GA	30324	House	http://www.zillow.com/homedetails/1387-Woodland-Hills-Dr-NE-Atlanta-GA-30324/14532500_zpid/	1007	6072	2942	98.22296063	84.61538462	46.15384615	35.56701031	9
332	1390 Custer Way S	33.716118	-84.352726	1390 Custer Way SE, Atlanta, GA	30316	House	http://www.zillow.com/homedetails/1390-Custer-Way-SE-Atlanta-GA-30316/82630083_zpid/	1006	7565	3899	97.64523454	71.42857143	3.846153846	42.26804124	4
333	1390 Custer Way SE # S	33.71612	-84.35272	1390 Custer Way SE # SE, Atlanta, GA	30316	Apartment	http://www.zillow.com/homedetails/1390-Custer-Way-SE-SE-Atlanta-GA-30316/2099399241_zpid/	1006	7565	3900	97.64316085	71.42857143	3.846153846	42.26804124	4
334	1395 Vesta Ter #	33.66623	-84.43461	1395 Vesta Ter # B, Atlanta, GA	30344	Apartment	http://www.zillow.com/homedetails/1395-Vesta-Ter-B-Atlanta-GA-30344/2099189793_zpid/	1027	11082	3175	100	83.51648352	15.38461538	78.35051546	0
335	1396 Elizabeth L	33.694942	-84.434563	1396 Elizabeth Ln, Atlanta, GA	30344	House	http://www.zillow.com/homedetails/1396-Elizabeth-Ln-Atlanta-GA-30344/35840359_zpid/	893	8302	2676	100	52.74725275	11.53846154	23.19587629	1
336	1400 Church S	33.78895	-84.28828	1400 Church St, Decatur, GA	30030	Apartment	http://www.zillow.com/homedetails/1400-Church-St-1671851-Decatur-GA-30030/2099497200_zpid/	1447	8908	3784	100	90.65934066	50	80.92783505	3
337	1402 Biltmore Dr N	33.818371	-84.323797	1402 Biltmore Dr NE, Atlanta, GA	30329	House	http://www.zillow.com/homedetails/1402-Biltmore-Dr-NE-Atlanta-GA-30329/14533351_zpid/	1151	7524	3328	98.98076209	81.86813187	30.76923077	28.35051546	9
338	1402 Peter Haughton Way N	33.794783	-84.428786	1402 Peter Haughton Way NW, Atlanta, GA	30318	House	http://www.zillow.com/homedetails/1402-Peter-Haughton-Way-NW-Atlanta-GA-30318/88828936_zpid/	639	3120	1567	95.84743193	82.96703297	11.53846154	89.17525773	0
339	1408 Byrere Ter S	33.716575	-84.43136	1408 Byrere Ter SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1408-Byrere-Ter-SW-Atlanta-GA-30310/35841224_zpid/	1049	6604	2394	92.95374234	37.91208791	3.846153846	22.16494845	1
340	140 Crumley St SE #	33.7396	-84.3829	140 Crumley St SE # 0, Atlanta, GA	30303	Condo	http://www.zillow.com/homedetails/140-Crumley-St-SE-0-Atlanta-GA-30312/2109790130_zpid/	672	4241	2949	94.49973073	83.51648352	11.53846154	87.11340206	0
341	140 Crumley St S	33.739587	-84.38294	140 Crumley St SE, Atlanta, GA	30303	House	http://www.zillow.com/homedetails/140-Crumley-St-SE-Atlanta-GA-30312/55016824_zpid/	672	4238	2947	94.48537361	83.51648352	11.53846154	87.11340206	0
342	1416 Foxhall Ln SE APT	33.71263	-84.33335	1416 Foxhall Ln SE APT 1, Atlanta, GA	30316	Condo	http://www.zillow.com/homedetails/1416-Foxhall-Ln-SE-APT-1-Atlanta-GA-30316/2099390239_zpid/	996	8978	4094	98.16697657	62.63736264	3.846153846	25.77319588	2
343	1420 Copeland Ave S	33.735733	-84.434144	1420 Copeland Ave SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1420-Copeland-Ave-SW-Atlanta-GA-30310/35842067_zpid/	858	5946	2862	89.98260406	85.71428571	7.692307692	23.19587629	6
344	1427 Lorenzo Dr S	33.716015	-84.433175	1427 Lorenzo Dr SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1427-Lorenzo-Dr-SW-Atlanta-GA-30310/35841158_zpid/	1051	6727	2518	90.92737388	42.85714286	7.692307692	22.16494845	1
345	1427 Mozley Pl S	33.751472	-84.434024	1427 Mozley Pl SW, Atlanta, GA	30314	House	http://www.zillow.com/homedetails/1427-Mozley-Pl-SW-Atlanta-GA-30314/35843868_zpid/	770	4588	3248	96.35836746	70.32967033	7.692307692	14.43298969	2
346	1428 Pinehurst Dr S	33.716578	-84.451168	1428 Pinehurst Dr SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1428-Pinehurst-Dr-SW-Atlanta-GA-30311/35854123_zpid/	1118	8056	3600	98.18038452	76.37362637	3.846153846	14.94845361	2
347	1439 Cambridge Cm	33.822566	-84.294357	1439 Cambridge Cmn, Decatur, GA	30033	Townhouse	http://www.zillow.com/homedetails/1439-Cambridge-Cmn-Decatur-GA-30033/14541725_zpid/	1131	9735	3715	97.30865009	60.98901099	19.23076923	10.30927835	2
348	1439 Richland Rd S	33.731215	-84.434807	1439 Richland Rd SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1439-Richland-Rd-SW-Atlanta-GA-30310/35842285_zpid/	932	6211	3228	93.97383351	84.06593407	3.846153846	26.28865979	6
349	1440 Kenilworth Dr S	33.715775	-84.43379	1440 Kenilworth Dr SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1440-Kenilworth-Dr-SW-Atlanta-GA-30310/35841169_zpid/	1093	6885	2676	92.27392757	42.85714286	7.692307692	22.16494845	1
350	1441 Lockwood Dr S	33.716875	-84.439524	1441 Lockwood Dr SW, Atlanta, GA	30311	House	http://www.zillow.com/homedetails/1441-Lockwood-Dr-SW-Atlanta-GA-30311/35848688_zpid/	1143	7343	2890	97.44508004	35.16483516	7.692307692	14.94845361	5
351	1441 Rupert R	33.7513	-84.275091	1441 Rupert Rd, Decatur, GA	30030	House	http://www.zillow.com/homedetails/1441-Rupert-Rd-Decatur-GA-30030/14464002_zpid/	1143	10499	4563	59.78557851	66.48351648	7.692307692	21.64948454	2
352	1445 Athens Ave S	33.715412	-84.409203	1445 Athens Ave SW, Atlanta, GA	30310	House	http://www.zillow.com/homedetails/1445-Athens-Ave-SW-Atlanta-GA-30310/35830962_zpid/	834	5939	2828	93.92392296	68.13186813	7.692307692	10.30927835	2
353	1445 Elizabeth L	33.696116	-84.435923	1445 Elizabeth Ln, East Point, GA	30344	House	http://www.zillow.com/homedetails/1445-Elizabeth-Ln-East-Point-GA-30344/35840267_zpid/	912	8383	2757	100	46.7032967	7.692307692	19.58762887	1
